artist.name,track.name,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
Meredith Andrews,Open Up the Heavens,cng,0.372,0.891,10,-5.637,0.0443,0.241,0,0.0822,0.428,199.76,42
Brian Courtney Wilson,Increase My Faith,cng,0.77,0.687,7,-5.771,0.0557,0.00307,0,0.0693,0.666,130.006,43
Kutless,What Faith Can Do,cng,0.493,0.586,2,-7.345,0.0296,0.187,0,0.0661,0.358,137.959,50
TobyMac,City On Our Knees,cng,0.507,0.77,0,-5.018,0.0424,0.0809,0,0.214,0.482,155.945,46
North Point Worship,Death Was Arrested,cng,0.28,0.737,11,-3.938,0.0414,0.038,0,0.124,0.155,155.884,0
Marvin Sapp,The Best In Me,cng,0.407,0.613,10,-8.616,0.195,0.344,0,0.458,0.228,102.519,50
Jonathan McReynolds,Make Room,cng,0.308,0.364,6,-8.29,0.0325,0.175,0,0.172,0.234,71.699,0
Chris Rice,How Great Thou Art,cng,0.358,0.137,10,-14.049,0.0328,0.956,2.13e-5,0.117,0.379,129.252,50
Hillsong UNITED,Touch The Sky,cng,0.502,0.43,9,-9.466,0.0271,0.263,7.48e-6,0.148,0.217,90.5,53
Phil Wickham,Till I Found You,cng,0.373,0.703,4,-5.803,0.062,0.0597,0,0.0715,0.221,123.909,54
Tenth Avenue North,Control (Somehow You Want Me),cng,0.509,0.75,11,-5.884,0.0397,0.00208,0,0.182,0.131,120.001,56
Hezekiah Walker,Every Praise - (album edit),cng,0.557,0.746,8,-6.783,0.0306,0.0144,0,0.252,0.327,103.492,53
Andrae Crouch,Let The Church Say Amen - Radio Edit,cng,0.355,0.536,1,-7.202,0.0461,0.298,0,0.145,0.265,147.878,46
VaShawn Mitchell,Nobody Greater,cng,0.613,0.665,1,-6.438,0.089,0.233,2.5e-4,0.0618,0.595,143.856,49
Trip Lee,Manolo,cng,0.878,0.636,9,-7.073,0.209,0.0304,0,0.192,0.64,135.068,7
NEEDTOBREATHE,HARD LOVE (feat. Andra Day),cng,0.424,0.875,0,-2.314,0.0964,0.15,0,0.27,0.44,168.058,28
Switchfoot,I Won't Let You Go,cng,0.535,0.732,4,-4.085,0.0333,0.0531,0,0.157,0.23,137.954,58
Jekalyn Carr,You're Bigger,cng,0.405,0.674,5,-5.432,0.0565,0.0623,2.96e-5,0.23,0.156,112.408,0
Chris August,Starry Night,cng,0.306,0.726,0,-5.719,0.036,0.0344,0,0.279,0.524,171.954,41
Jeremy Camp,The Way,cng,0.496,0.809,11,-4.835,0.0334,0.132,0,0.116,0.471,80.018,40
Tenth Avenue North,You Are More,cng,0.508,0.589,7,-7.204,0.036,0.0172,0,0.129,0.353,132.043,48
Casting Crowns,Just Be Held,cng,0.526,0.657,0,-6.399,0.0342,0.623,0,0.159,0.265,76.032,59
Big Daddy Weave,Redeemed,cng,0.329,0.509,11,-6.607,0.0333,0.374,0,0.12,0.227,127.119,56
Vertical Worship,Yes I Will,cng,0.43,0.708,0,-7.14,0.0336,0.0561,0,0.704,0.243,75.024,65
one sonic society,Great Are You Lord,cng,0.492,0.656,9,-7.361,0.0365,0.0832,0,0.202,0.358,147.948,56
Pat Barrett,Build My Life - Radio Version,cng,0.448,0.578,8,-6.792,0.0334,0.0612,0,0.112,0.368,147.673,40
Newsboys,God's Not Dead (Like A Lion),cng,0.516,0.905,11,-5.613,0.0399,4.79e-4,0,0.198,0.612,129.999,61
The Afters,Light Up the Sky,cng,0.468,0.774,2,-4.716,0.0316,0.0319,0,0.0666,0.408,141.959,30
Jamie Grace,Hold Me (feat. Tobymac),cng,0.75,0.808,11,-4.074,0.0423,0.533,0,0.087,0.89,136.059,46
Kirk Franklin,Love Theory,cng,0.745,0.677,1,-5.355,0.215,0.181,0,0.0895,0.72,97.092,54
TobyMac,I just need U.,cng,0.764,0.643,5,-7.489,0.0305,0.0975,2.11e-4,0.113,0.718,104.023,55
MercyMe,Even If,cng,0.335,0.582,5,-5.09,0.0375,0.379,2.67e-5,0.0954,0.151,110.522,46
Hillsong Worship,Broken Vessels (Amazing Grace) - Live,cng,0.381,0.505,7,-6.478,0.0278,0.293,4.27e-6,0.72,0.0869,140.995,58
Jay Wheeler,La Curiosidad,latin,0.845,0.677,11,-4.798,0.136,0.269,9.17e-4,0.108,0.68,90.013,86
Nio Garcia,La Jeepeta - Remix,latin,0.815,0.715,4,-4.65,0.207,0.3,4.83e-6,0.091,0.786,176.007,81
Aya Nakamura,Djadja (feat. Maluma) - Remix,latin,0.791,0.682,5,-7.328,0.158,0.175,0,0.0926,0.672,98.031,77
Rauw Alejandro,Tattoo - Remix with Camilo,latin,0.848,0.637,9,-5.132,0.156,0.0413,0,0.0521,0.698,96.988,83
Ir Sais,Dream Girl - Remix,latin,0.767,0.643,5,-5.225,0.101,0.216,1.04e-4,0.0806,0.536,169.99,75
KAROL G,"Ay, DiOs Mío!",latin,0.718,0.712,11,-4.366,0.174,0.512,0.00121,0.104,0.531,180.034,85
Black Eyed Peas,MAMACITA,latin,0.894,0.635,2,-6.929,0.0473,0.193,0.00105,0.0823,0.428,105.013,77
Sebastian Yatra,TBT,latin,0.794,0.855,2,-1.959,0.0466,0.0362,0,0.142,0.639,91.963,72
Myke Towers,Diosa,latin,0.801,0.745,6,-3.733,0.063,0.398,0.00603,0.153,0.245,104.965,78
ROSALÍA,TKN (feat. Travis Scott),latin,0.776,0.509,0,-6.266,0.467,0.192,1.49e-6,0.115,0.485,94.634,79
J Balvin,Rojo,latin,0.663,0.598,11,-4.042,0.17,0.193,8.02e-5,0.0856,0.4,172.245,74
Bad Bunny,Safaera,latin,0.607,0.829,2,-4.074,0.379,0.0103,0,0.107,0.685,96.172,82
Farruko,La Tóxica,latin,0.659,0.701,9,-4.107,0.164,0.0882,0,0.0866,0.623,91.97,87
Manuel Turizo,Quiéreme Mientras Se Pueda,latin,0.793,0.782,4,-3.945,0.0582,0.447,0,0.124,0.81,143.86,81
Ozuna,Caramelo,latin,0.728,0.806,6,-3.766,0.0623,0.0531,3.01e-4,0.153,0.698,168.084,81
Shakira,Me Gusta,latin,0.775,0.696,1,-5.184,0.0681,0.0559,0.00184,0.157,0.775,92.007,75
Cali Y El Dandee,Nada,latin,0.684,0.808,0,-2.737,0.061,0.0518,1.02e-5,0.0858,0.712,173.905,80
Nicki Nicole,Colocao,latin,0.811,0.712,10,-3.773,0.054,0.28,0,0.106,0.576,90.02,71
Natanael Cano,Arriba,latin,0.579,0.577,7,-7.896,0.101,0.313,0,0.113,0.184,112.287,71
Anuel AA,Reggaetonera,latin,0.694,0.796,6,-4.164,0.0565,0.48,3.84e-4,0.108,0.515,93.064,75
J Balvin,UN DIA (ONE DAY) (Feat. Tainy),latin,0.571,0.693,6,-8.234,0.0545,0.00536,0,0.173,0.393,168.169,87
Daddy Yankee,Definitivamente,latin,0.813,0.764,8,-3.39,0.105,0.586,0,0.253,0.429,100.047,70
Camilo,Favorito,latin,0.611,0.851,9,-2.982,0.0598,0.229,0,0.232,0.823,178.032,77
Maluma,ADMV,latin,0.565,0.39,9,-4.959,0.0556,0.817,0,0.126,0.708,163.781,75
Feid,PORFA,latin,0.795,0.542,6,-8.106,0.193,0.0903,0,0.117,0.55,167.823,71
Mau y Ricky,PAPÁS,latin,0.785,0.847,6,-3.182,0.0904,0.083,0,0.101,0.932,93.024,67
Christian Nodal,Se Me Olvidó,latin,0.65,0.558,0,-3.082,0.0309,0.368,0,0.303,0.725,141.82,73
Jhay Cortez,Medusa,latin,0.886,0.604,0,-7.293,0.208,0.194,3.15e-6,0.107,0.383,98.023,72
TINI,Recuerdo,latin,0.797,0.639,1,-4.317,0.387,0.114,0,0.0589,0.677,175.94,63
Bad Bunny,Yo Perreo Sola,latin,0.86,0.758,11,-5.16,0.0695,0.021,6.54e-5,0.344,0.453,97.014,81
El Alfa,Singapur,latin,0.853,0.909,7,-2.473,0.229,0.0522,0.0223,0.129,0.803,112.987,73
Nicky Jam,Muévelo,latin,0.594,0.808,7,-2.409,0.0489,0.415,1.39e-5,0.565,0.919,188.09,74
Ozuna,Una Locura,latin,0.714,0.761,5,-4.596,0.0427,0.139,3.5e-4,0.241,0.906,168.022,87
Justin Quiles,Jeans,latin,0.807,0.656,3,-4.395,0.105,0.0165,0,0.0693,0.89,83.943,86
Arcangel,Amantes y Amigos,latin,0.695,0.712,5,-4.09,0.153,0.369,0,0.101,0.468,171.861,73
Sech,Relación - Remix,latin,0.793,0.771,5,-3.417,0.0959,0.0337,1.51e-6,0.284,0.835,171.943,88
Kany Garcia,Titanic,latin,0.504,0.14,10,-12.318,0.0845,0.924,0,0.122,0.304,146.287,71
Abraham Mateo,Tiempo Pa Olvidar,latin,0.67,0.659,9,-7.15,0.201,0.208,0,0.223,0.538,90.026,58
Danna Paola,No Bailes Sola,latin,0.598,0.734,10,-3.982,0.116,0.208,0,0.272,0.621,179.885,76
Reik,La Bella y la Bestia,latin,0.625,0.759,8,-4.861,0.0592,0.0254,0,0.114,0.566,89.951,73
Prince Royce,Carita de Inocente,latin,0.573,0.691,10,-5.142,0.0601,0.123,0,0.0746,0.93,129.946,68
Jesse & Joy,Tanto,latin,0.76,0.772,11,-4.529,0.059,0.42,4.89e-6,0.111,0.604,143.942,72
Ovy On The Drums,Inolvidable,latin,0.84,0.543,0,-4.941,0.0568,0.678,0,0.128,0.74,139.929,72
Ricky Martin,Tiburones,latin,0.422,0.499,0,-5.535,0.0659,0.673,0,0.0994,0.39,93.037,69
Camilo,Vida de Rico,latin,0.824,0.457,6,-5.428,0.0543,0.167,0,0.041,0.95,87.977,87
Jerry Di,Mi Cuarto,latin,0.854,0.525,1,-4.426,0.214,0.819,0,0.146,0.63,97.054,84
Pedro Capó,Buena Suerte,latin,0.692,0.814,6,-3.863,0.173,0.231,0,0.0626,0.789,176.035,54
Luis Fonsi,Despacito - Remix,latin,0.653,0.816,2,-4.353,0.167,0.228,0,0.0967,0.816,178.085,72
J Balvin,Mi Gente,latin,0.774,0.687,11,-4.818,0.0584,0.0179,1.17e-5,0.128,0.308,104.959,70
Marc Anthony,Vivir Mi Vida,latin,0.656,0.877,0,-3.231,0.0342,0.345,0,0.349,0.894,105.018,74
Enrique Iglesias,Bailando - Spanish Version,latin,0.723,0.777,7,-3.503,0.108,0.0426,3.68e-6,0.0451,0.961,91.017,66
Don Omar,Danza Kuduro,latin,0.4,0.915,0,-4.89,0.28,0.0846,0,0.0503,0.878,88.917,74
Bad Bunny,MIA (feat. Drake),latin,0.817,0.539,6,-6.349,0.0621,0.0141,4.96e-4,0.099,0.158,97.062,77
Romeo Santos,Propuesta Indecente,latin,0.757,0.632,2,-6.83,0.0549,0.499,0,0.0723,0.742,122.936,75
Becky G,Sin Pijama,latin,0.791,0.745,11,-3.695,0.0464,0.354,2.93e-5,0.104,0.82,94.014,71
IAmChino,Ay Mi Dios,latin,0.761,0.829,0,-3.203,0.0682,0.169,0,0.189,0.814,92.034,69
Don Omar,Dutty Love,latin,0.735,0.881,1,-3.339,0.0894,0.239,1.21e-5,0.11,0.915,90.009,64
Sebastian Yatra,Traicionera,latin,0.775,0.679,11,-4.985,0.0465,0.147,0,0.155,0.674,91,70
CNCO,Reggaetón Lento (Bailemos),latin,0.761,0.838,4,-3.073,0.0502,0.4,0,0.176,0.71,93.974,72
Prince Royce,Darte un Beso,latin,0.757,0.711,1,-4.643,0.0349,0.36,0,0.121,0.817,139.962,69
Gente De Zona,La Gozadera (feat. Marc Anthony),latin,0.616,0.989,9,-1.698,0.0483,0.166,0,0.172,0.902,95.036,72
Mau y Ricky,Desconocidos,latin,0.709,0.771,7,-4.598,0.166,0.146,3.29e-6,0.249,0.709,174.006,69
Chino & Nacho,Andas En Mi Cabeza,latin,0.671,0.954,9,-1.87,0.13,0.0244,0,0.111,0.556,104.114,72
Bad Bunny,Callaita,latin,0.61,0.624,2,-4.773,0.309,0.6,2.12e-6,0.243,0.244,176.169,80
Ozuna,Se Preparó,latin,0.739,0.821,1,-4.233,0.0852,0.222,9.6e-6,0.311,0.693,171.077,72
Danny Ocean,Me Rehúso,latin,0.746,0.794,1,-6.331,0.0698,0.0258,0,0.0497,0.447,104.827,0
Sech,Otro Trago,latin,0.746,0.7,0,-4.669,0.341,0.136,1.59e-4,0.11,0.619,176.044,74
Los Ángeles Azules,Nunca Es Suficiente,latin,0.789,0.518,2,-5.417,0.0406,0.398,0,0.0891,0.78,94.001,64
Natti Natasha,Criminal,latin,0.814,0.813,2,-3.023,0.0561,0.03,9.33e-5,0.255,0.839,79.997,73
Zion & Lennox,La player (Bandolera),latin,0.769,0.838,2,-5.238,0.0633,0.16,0,0.0935,0.602,93.996,72
Reik,Ya Me Enteré,latin,0.619,0.452,9,-5.449,0.028,0.502,0,0.122,0.174,131.981,74
Carlos Vives,La Bicicleta,latin,0.736,0.964,0,-2.147,0.129,0.198,2.32e-6,0.336,0.953,179.935,58
Anuel AA,Secreto,latin,0.807,0.803,11,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,73
Maluma,Felices los 4,latin,0.766,0.756,5,-5.861,0.132,0.213,0,0.349,0.716,94.027,73
Pepe Aguilar,Prometiste,latin,0.602,0.398,0,-9.503,0.104,0.807,0,0.703,0.603,126.285,72
Manuel Turizo,Una Lady Como Tú,latin,0.788,0.477,4,-7.348,0.0434,0.549,0,0.349,0.86,94.983,64
Nio Garcia,Te Boté - Remix,latin,0.903,0.675,11,-3.445,0.214,0.542,1.28e-5,0.0595,0.442,96.507,76
Yandel,Encantadora,latin,0.662,0.874,8,-4.509,0.0471,0.147,0,0.141,0.926,169.943,68
Ricky Martin,La Mordidita (feat. Yotuel),latin,0.725,0.903,0,-2.955,0.0658,0.0344,0,0.183,0.946,142.006,67
Wolfine,Bella,latin,0.909,0.493,3,-6.688,0.0735,0.128,1.47e-4,0.127,0.844,94.016,55
Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),latin,0.681,0.788,1,-4.323,0.0785,0.0482,0,0.0753,0.839,170.019,69
Becky G,Mayores,latin,0.743,0.855,5,-3.976,0.0436,0.141,0.0045,0.099,0.871,96.989,64
Christian Nodal,Adiós Amor,latin,0.433,0.431,2,-6.422,0.0367,0.169,0,0.307,0.722,177.732,73
Raymix,Oye Mujer,latin,0.746,0.585,4,-5.937,0.0491,0.168,0,0.264,0.948,182.018,67
Farruko,Chillax (feat. Ky-Mani Marley),latin,0.827,0.646,1,-4.727,0.0766,0.0724,0,0.247,0.512,92.057,67
Chayanne,Humanos a Marte,latin,0.69,0.902,6,-4.269,0.0407,0.112,0,0.175,0.786,92.988,68
Ozuna,Dile Que Tu Me Quieres,latin,0.773,0.757,1,-4.959,0.0526,0.0864,3.73e-6,0.0727,0.858,88.006,70
Wisin,Vacaciones,latin,0.777,0.911,6,-3.223,0.173,0.246,0,0.257,0.704,96.017,65
La Adictiva Banda San José de Mesillas,En Peligro de Extinción,latin,0.709,0.483,0,-3.734,0.0281,0.219,2.33e-6,0.241,0.834,123.566,69
Pedro Capó,Calma - Remix,latin,0.826,0.773,11,-4.218,0.0524,0.323,0,0.143,0.761,126.899,77
Ivy Queen,La Vida Es Así,latin,0.705,0.8,5,-8.332,0.123,0.0474,1.5e-6,0.448,0.48,156.109,60
Chris Jedi,Ahora Dice,latin,0.704,0.69,6,-5.451,0.16,0.249,0,0.123,0.402,144.045,63
Anuel AA,Quiere Beber,latin,0.773,0.57,8,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038,68
Banda MS de Sergio Lizárraga,Háblame De Ti,latin,0.781,0.553,5,-4.598,0.0454,0.622,1.61e-6,0.0832,0.832,145.06,70
Maná,Mi Verdad (feat. Shakira),latin,0.857,0.561,9,-7.288,0.0292,0.435,0,0.0831,0.76,99.989,67
Jesse & Joy,¡Corre!,latin,0.479,0.477,11,-6.886,0.0363,0.127,0,0.15,0.127,151.97,68
Anitta,Downtown,latin,0.775,0.679,4,-4.985,0.135,0.18,7.26e-5,0.068,0.619,166.008,70
Morat,Cómo Te Atreves,latin,0.617,0.888,4,-4.567,0.0402,0.0705,0,0.162,0.771,130.97,69
Jenni Rivera,Ya Lo Sé,latin,0.485,0.388,3,-5.729,0.0326,0.528,0,0.131,0.696,159.672,63
3BallMTY,Inténtalo,latin,0.786,0.917,9,-5.073,0.0603,0.223,1.61e-5,0.0918,0.965,132.028,1
DJ Snake,Taki Taki,latin,0.84,0.805,11,-4.284,0.204,0.156,5.64e-6,0.0642,0.614,96.158,44
Mon Laferte,Tu Falta De Querer,latin,0.394,0.475,10,-7.935,0.028,0.0251,0.00749,0.112,0.441,129.995,72
Romeo Santos,Promise (feat. Usher),latin,0.764,0.739,1,-6.422,0.0574,0.403,0,0.0821,0.77,132.995,68
Juan Magán,Bailando por el Mundo (feat. Pitbull & El Cata),latin,0.698,0.865,4,-4.083,0.0418,0.0316,0,0.307,0.969,130.004,53
Bad Bunny,Amorfoda,latin,0.749,0.418,9,-7.925,0.0587,0.985,1.26e-4,0.0832,0.307,147.887,74
Manuel Medrano,Afuera Del Planeta,latin,0.538,0.508,2,-8.963,0.038,0.679,0.00272,0.126,0.294,171.98,62
Pablo Alborán,Pasos de cero,latin,0.749,0.637,7,-6.924,0.0764,0.308,0,0.0878,0.798,99.951,64
Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",latin,0.792,0.895,1,-3.112,0.0589,0.165,0,0.0501,0.794,94.968,69
Paulo Londra,Adan y Eva,latin,0.767,0.709,1,-4.47,0.336,0.323,0,0.0676,0.72,171.993,72
Daddy Yankee,Con Calma,latin,0.737,0.86,8,-2.652,0.0593,0.11,1.94e-6,0.0574,0.656,93.989,79
Shakira,Chantaje (feat. Maluma),latin,0.852,0.773,8,-2.921,0.0776,0.187,3.05e-5,0.159,0.907,102.034,74
Juan Luis Guerra 4.40,Bachata En Fukuoka,latin,0.878,0.555,0,-7.301,0.0343,0.77,0,0.0663,0.928,132.936,63
Vicente Garcia,Carmesí,latin,0.809,0.508,1,-9.182,0.0328,0.654,2.24e-4,0.105,0.732,121.968,62
MC Kevinho,Olha A Explosão,latin,0.778,0.635,6,-2.892,0.112,0.107,0,0.0608,0.379,90.008,67
Nicky Jam,X,latin,0.595,0.773,9,-4.736,0.0549,0.0364,0.00108,0.334,0.711,180.073,6
Daddy Yankee,Shaky Shaky,latin,0.899,0.626,6,-4.228,0.292,0.076,0,0.0631,0.873,88.007,64
Jennifer Lopez,On The Floor,latin,0.73,0.777,3,-5.199,0.0479,0.108,4.67e-4,0.069,0.591,130,57
Alejandro Sanz,Deja Que Te Bese,latin,0.707,0.908,1,-2.903,0.0582,0.134,0,0.111,0.546,104.888,66
Juanes,Fuego,latin,0.745,0.66,0,-5.461,0.0878,0.0575,0,0.108,0.934,95.154,58
Luny Tunes,Mayor Que Yo 3,latin,0.715,0.964,1,-3.176,0.162,0.0985,0,0.291,0.535,91.975,60
J Balvin,Safari,latin,0.689,0.675,0,-4.281,0.32,0.531,3.17e-6,0.115,0.604,180.065,68
Ed Sheeran,Shape of You (feat. Zion & Lennox) - Latin Remix,latin,0.787,0.872,1,-1.397,0.0871,0.168,1.51e-6,0.0408,0.46,95.995,56
Calibre 50,Siempre Te Voy A Querer,latin,0.775,0.452,0,-4.243,0.0311,0.58,0,0.17,0.606,129.941,67
Grupo Arranke,A Través Del Vaso,latin,0.62,0.695,5,-2.979,0.0298,0.36,1.5e-5,0.347,0.921,143.927,69
Nicky Jam,El Perdón,latin,0.628,0.69,8,-5.828,0.0511,0.446,0,0.112,0.662,179.911,72
León Larregui,Locos,latin,0.724,0.646,10,-6.475,0.0352,0.072,1.57e-4,0.0923,0.957,112.019,71
Natalia Lafourcade,Hasta la Raíz,latin,0.585,0.643,3,-8.392,0.0395,0.201,3.06e-4,0.144,0.592,152.98,69
Ariel Camacho y Los Plebes Del Rancho,Te Metiste,latin,0.676,0.519,7,-3.134,0.0321,0.659,0,0.0834,0.843,152.186,40
Carla Morrison,Eres Tú,latin,0.618,0.307,2,-10.875,0.046,0.806,0,0.108,0.458,188.115,67
Fuerza Regida,Sigo Chambeando,latin,0.819,0.48,5,-6.966,0.0489,0.685,2.03e-6,0.116,0.759,114.04,71
DJ Luian,La Ocasión - Remix,latin,0.796,0.643,9,-6.965,0.179,0.147,0,0.507,0.316,134.09,57
Master KG,Jerusalema (feat. Nomcebo Zikode),afropop,0.881,0.468,1,-7.5,0.0511,0.0223,1.12e-5,0.0618,0.841,124.016,40
Wande Coal,Again,afropop,0.654,0.39,1,-9.858,0.36,0.688,0,0.106,0.552,125.944,49
Joeboy,Call,afropop,0.761,0.633,0,-6.319,0.0409,0.391,0.00162,0.101,0.712,100.005,52
Oxlade,AWAY,afropop,0.728,0.711,1,-8.315,0.187,0.228,0.288,0.0923,0.712,104.849,34
WizKid,Ginger (feat. Burna Boy),afropop,0.545,0.749,4,-6.621,0.153,0.103,0,0.232,0.681,100.503,68
Kabza De Small,eMcimbini - Live,afropop,0.844,0.564,1,-10.817,0.0855,0.00646,0.163,0.0231,0.369,112.996,49
Simi,Duduke,afropop,0.781,0.656,3,-4.105,0.106,0.552,5.18e-5,0.131,0.595,96.083,57
Rayvanny,Amaboko,afropop,0.902,0.854,4,-2.913,0.109,0.0969,5.93e-6,0.108,0.651,119.977,42
2Baba,Opo (feat. Wizkid),afropop,0.811,0.605,2,-6.16,0.0631,0.332,0.0606,0.0477,0.77,103.029,52
Adekunle Gold,Something Different,afropop,0.718,0.829,3,-2.42,0.121,0.459,2.36e-6,0.114,0.701,99.96,53
Afro B,Fine Wine & Hennessy,afropop,0.742,0.416,6,-7.248,0.271,9.72e-4,0,0.0688,0.692,67.302,56
Fireboy DML,Vibration,afropop,0.798,0.809,11,-8.095,0.0563,0.44,0,0.128,0.877,103.978,0
CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],afropop,0.655,0.708,5,-6.403,0.141,0.568,0.00117,0.113,0.525,186.017,57
Mr Eazi,Baby I'm Jealous,afropop,0.667,0.442,1,-7.069,0.291,0.148,0,0.102,0.526,107.092,55
Burna Boy,Real Life (feat. Stormzy),afropop,0.543,0.576,0,-7.252,0.127,0.146,4.3e-5,0.332,0.416,66.933,36
Buju,Lenu - Remix,afropop,0.784,0.552,6,-4.44,0.143,0.678,0.00113,0.112,0.54,112.923,54
KiDi,Say Cheese,afropop,0.837,0.743,7,-5.014,0.0505,0.419,9.77e-5,0.103,0.876,102.996,52
Aya Nakamura,Jolie nana,afropop,0.813,0.64,2,-5.908,0.272,0.269,0,0.131,0.488,92.989,44
LADIPOE,Know You,afropop,0.632,0.524,7,-6.727,0.253,0.559,2.8e-6,0.0949,0.359,121.589,25
DJ Tunez,Cool Me Down (feat. Wizkid),afropop,0.783,0.809,5,-5.689,0.0668,0.0813,0.00358,0.109,0.904,101.043,55
Rema,Woman,afropop,0.84,0.687,11,-7.203,0.1,0.115,2.2e-6,0.115,0.678,113.038,28
Korede Bello,Mi Casa Su Casa,afropop,0.7,0.468,3,-5.939,0.198,0.0685,0,0.0946,0.891,121.067,19
Gemma Griffiths,Ndinewe,afropop,0.571,0.639,9,-6.242,0.0481,0.101,0.428,0.121,0.341,94.946,38
Yung L,Eve Bounce - Remix,afropop,0.817,0.6,5,-7.581,0.0739,0.0777,0,0.0987,0.505,95.035,55
DJ Neptune,Nobody,afropop,0.707,0.866,6,-3.612,0.0354,0.251,2.5e-6,0.263,0.768,108.053,56
Kiff No Beat,La go,afropop,0.751,0.701,6,-7.156,0.0711,0.458,0.00523,0.251,0.64,97.022,45
Naira Marley,As E Dey Go,afropop,0.858,0.888,1,-3.442,0.0718,0.00725,0.316,0.0424,0.878,118.033,46
Rema,Beamer (Bad Boys),afropop,0.663,0.657,10,-5.285,0.187,0.055,0,0.0856,0.481,129.322,19
Zlatan,Gbeku,afropop,0.959,0.559,10,-9.79,0.166,0.0949,0.011,0.0497,0.882,112.047,35
Kizz Daniel,Jaho,afropop,0.624,0.664,1,-5.114,0.302,0.266,0,0.105,0.715,139.948,43
Kabza De Small,Sponono,afropop,0.899,0.558,2,-12.303,0.0796,0.0533,0.00332,0.0218,0.401,113.011,53
WizKid,Smile (feat. H.E.R.),afropop,0.673,0.74,4,-4.945,0.0847,0.0258,0,0.127,0.723,90.026,54
Patoranking,Abule,afropop,0.687,0.79,8,-7.122,0.194,0.119,2.57e-5,0.104,0.603,99.669,53
Reekado Banks,Options,afropop,0.791,0.689,6,-3.673,0.0629,0.0541,4.23e-4,0.259,0.538,98.002,44
DaVido,FEM,afropop,0.775,0.687,1,-6.174,0.0725,0.493,8.5e-5,0.0958,0.541,108.017,53
Tayc,Ewondo ou Bami,afropop,0.84,0.821,1,-5.629,0.133,0.145,8.57e-6,0.0699,0.867,101.01,42
Juls,Soweto Blues,afropop,0.863,0.449,11,-12.521,0.0622,0.00166,0.0234,0.0585,0.399,112.043,0
King Promise,Sisa,afropop,0.852,0.494,1,-12.237,0.145,0.406,5.45e-6,0.0711,0.786,104.017,47
Runtown,Body Riddim,afropop,0.799,0.622,1,-4.214,0.0506,0.2,8.01e-6,0.105,0.555,105.982,0
Diamond Platnumz,Jeje,afropop,0.824,0.636,9,-4.833,0.296,0.225,0,0.0768,0.702,97.974,51
J Hus,Play Play (feat. Burna Boy),afropop,0.763,0.704,0,-4.818,0.308,0.275,0,0.108,0.735,90.005,0
Fireboy DML,Champion,afropop,0.816,0.751,7,-6.21,0.0493,0.0606,0,0.103,0.25,94.98,47
Ajebutter22,Ginger You,afropop,0.891,0.793,6,-4.443,0.0654,0.548,0.0779,0.155,0.723,112.008,44
Wauve,Pamela,afropop,0.784,0.733,4,-6.136,0.0992,0.127,3.91e-4,0.026,0.717,100.012,45
Darkoo,Juicy,afropop,0.913,0.654,9,-6.029,0.105,0.436,1.27e-5,0.157,0.916,103.026,57
Omah Lay,Bad Influence,afropop,0.831,0.388,0,-14.52,0.234,0.507,0.242,0.122,0.777,96.951,45
Elaine,You're the One,afropop,0.743,0.39,8,-11.299,0.0544,0.651,0,0.109,0.25,114.914,1
Tems,Damages,afropop,0.712,0.497,1,-8.106,0.431,0.528,2.65e-5,0.125,0.516,128.385,56
Sauti Sol,Melanin,afropop,0.439,0.677,11,-7.319,0.125,0.0743,0,0.0955,0.759,95.064,34
Rema,Ginger Me,afropop,0.567,0.577,8,-7.833,0.134,0.134,3.97e-4,0.145,0.719,200.008,23
Tekno,Sudden,afropop,0.836,0.78,10,-6.368,0.183,0.206,0.00612,0.118,0.758,103.013,47
DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",afropop,0.755,0.645,3,-6.933,0.0944,0.625,5.79e-6,0.197,0.695,99.889,54
Falz,Bop Daddy,afropop,0.933,0.577,1,-6.973,0.326,0.134,0.00525,0.119,0.806,105.061,48
DJ Spinall,Everytime,afropop,0.778,0.717,6,-3.151,0.128,0.224,0,0.119,0.458,100.043,47
Navy Kenzo,Only One,afropop,0.84,0.501,1,-7.863,0.0566,0.671,0.0474,0.103,0.558,104,19
Terri,Ojoro,afropop,0.865,0.801,6,-4.665,0.0887,0.128,0,0.114,0.803,109.978,44
Tiwa Savage,Koroba,afropop,0.85,0.645,11,-6.302,0.0611,0.358,1.12e-5,0.09,0.93,104.022,54
Mayorkun,Betty Butter,afropop,0.88,0.567,2,-4.049,0.0585,0.576,0,0.346,0.823,110.086,47
Blaq Jerzee,Arizona,afropop,0.732,0.572,11,-5.427,0.23,0.392,0,0.0882,0.328,75.024,41
J Hus,Repeat (feat. Koffee),afropop,0.867,0.725,6,-5.199,0.141,0.0099,6.26e-6,0.127,0.537,91.966,0
Mayorkun,Up To Something,afropop,0.682,0.684,10,-4.178,0.0625,0.0772,0.0853,0.106,0.317,197.967,0
